,Date,IN,Brighton Business School,Brighton and Sussex Medical School,IDS,Institute of Development Studies,International School - non deg,Library,Partner Colleges,Psychology,School of Applied Social Science,School of Architecture & Design,School of Art,School of Business and Management,School of Computing,School of Education and Social,School of Engineering and Informative,School of English,School of Environment and Technology,School of Global Studies,School of Health Sciences,School of History,School of History and Art History,School of Humanities,School of Law,"School of Law, Politics and Social",School of Life Sciences,School of Mathematical and Physics,"School of Media, Film and Music",School of Pharmacy and Bio Sci,School of Psychology,School of Sport and Service Management,Undergraduate,University of Brighton,other_school,Term_dates
267,2018-09-26,4112.0,0.0,72.0,66.0,3.0,0.0,2.0,97.0,202.0,0.0,2.0,0.0,689.0,0.0,77.0,184.0,338.0,0.0,567.0,0.0,8.0,322.0,0.0,2.0,483.0,285.0,199.0,294.0,1.0,3.0,0.0,2.0,0.0,214.0,Autumn term
268,2018-09-27,5514.0,0.0,54.0,74.0,0.0,0.0,2.0,103.0,361.0,4.0,0.0,2.0,933.0,0.0,118.0,258.0,369.0,0.0,633.0,0.0,6.0,421.0,8.0,2.0,611.0,741.0,229.0,367.0,1.0,7.0,0.0,0.0,0.0,210.0,Autumn term
269,2018-09-28,4625.0,0.0,87.0,66.0,0.0,6.0,0.0,85.0,363.0,1.0,0.0,0.0,769.0,0.0,129.0,237.0,250.0,0.0,559.0,0.0,7.0,288.0,10.0,6.0,465.0,577.0,236.0,283.0,2.0,4.0,0.0,0.0,0.0,195.0,Autumn term
270,2018-09-29,663.0,0.0,17.0,12.0,0.0,0.0,0.0,28.0,36.0,0.0,0.0,0.0,118.0,0.0,9.0,22.0,34.0,0.0,106.0,0.0,2.0,37.0,0.0,1.0,59.0,81.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,53.0,Autumn term
271,2018-09-30,1380.0,0.0,47.0,31.0,0.0,0.0,0.0,63.0,118.0,1.0,0.0,0.0,254.0,0.0,18.0,36.0,72.0,0.0,179.0,0.0,0.0,63.0,0.0,0.0,116.0,113.0,69.0,85.0,1.0,3.0,0.0,0.0,0.0,111.0,Autumn term
272,2018-10-01,7070.0,0.0,102.0,40.0,0.0,3.0,1.0,115.0,492.0,0.0,0.0,0.0,1525.0,0.0,140.0,242.0,501.0,0.0,780.0,0.0,6.0,569.0,2.0,7.0,593.0,954.0,306.0,356.0,0.0,2.0,0.0,1.0,0.0,333.0,Autumn term
273,2018-10-02,6303.0,0.0,63.0,55.0,0.0,3.0,1.0,88.0,447.0,3.0,1.0,0.0,1393.0,1.0,94.0,295.0,419.0,2.0,711.0,0.0,7.0,455.0,11.0,9.0,773.0,567.0,289.0,334.0,3.0,4.0,2.0,1.0,0.0,272.0,Autumn term
274,2018-10-03,4742.0,2.0,123.0,52.0,0.0,1.0,0.0,142.0,240.0,1.0,1.0,0.0,942.0,4.0,81.0,191.0,328.0,0.0,586.0,0.0,8.0,319.0,14.0,4.0,513.0,415.0,232.0,318.0,0.0,0.0,0.0,4.0,0.0,221.0,Autumn term
275,2018-10-04,6241.0,0.0,96.0,65.0,0.0,4.0,0.0,124.0,468.0,2.0,0.0,0.0,1313.0,0.0,110.0,273.0,389.0,0.0,660.0,0.0,9.0,431.0,5.0,2.0,708.0,755.0,250.0,317.0,4.0,4.0,0.0,0.0,0.0,252.0,Autumn term
276,2018-10-05,4821.0,1.0,49.0,38.0,0.0,4.0,0.0,66.0,301.0,0.0,1.0,0.0,843.0,0.0,145.0,224.0,274.0,0.0,558.0,0.0,4.0,336.0,7.0,2.0,508.0,759.0,214.0,246.0,0.0,2.0,1.0,5.0,0.0,233.0,Autumn term
277,2018-10-06,830.0,0.0,16.0,15.0,0.0,0.0,0.0,37.0,43.0,0.0,0.0,0.0,156.0,0.0,24.0,42.0,46.0,0.0,91.0,0.0,0.0,40.0,0.0,2.0,86.0,84.0,42.0,36.0,1.0,0.0,0.0,0.0,0.0,69.0,Autumn term
278,2018-10-07,1541.0,2.0,32.0,29.0,0.0,0.0,0.0,54.0,110.0,0.0,2.0,0.0,297.0,5.0,19.0,59.0,110.0,0.0,154.0,1.0,1.0,66.0,0.0,2.0,201.0,168.0,88.0,64.0,0.0,0.0,0.0,0.0,0.0,77.0,Autumn term
279,2018-10-08,7146.0,9.0,80.0,81.0,0.0,0.0,2.0,88.0,464.0,2.0,4.0,2.0,1678.0,4.0,109.0,280.0,447.0,0.0,785.0,2.0,8.0,524.0,7.0,10.0,722.0,982.0,288.0,300.0,2.0,1.0,0.0,5.0,0.0,260.0,Autumn term
280,2018-10-09,6961.0,5.0,51.0,51.0,0.0,3.0,0.0,94.0,503.0,0.0,8.0,2.0,1489.0,1.0,116.0,347.0,463.0,2.0,793.0,2.0,9.0,451.0,8.0,17.0,851.0,758.0,276.0,330.0,0.0,4.0,0.0,2.0,0.0,325.0,Autumn term
281,2018-10-10,5118.0,2.0,51.0,53.0,0.0,8.0,1.0,105.0,326.0,0.0,0.0,0.0,1105.0,2.0,90.0,173.0,301.0,0.0,669.0,1.0,4.0,321.0,8.0,10.0,644.0,508.0,195.0,315.0,6.0,4.0,0.0,1.0,0.0,215.0,Autumn term
282,2018-10-11,6155.0,2.0,41.0,72.0,0.0,2.0,0.0,109.0,480.0,1.0,0.0,0.0,1318.0,1.0,132.0,281.0,321.0,0.0,663.0,0.0,13.0,407.0,8.0,7.0,721.0,781.0,253.0,315.0,2.0,11.0,0.0,7.0,0.0,207.0,Autumn term
283,2018-10-12,4763.0,0.0,64.0,29.0,0.0,2.0,1.0,77.0,317.0,0.0,0.0,0.0,836.0,0.0,135.0,256.0,242.0,0.0,632.0,0.0,4.0,313.0,10.0,7.0,540.0,652.0,193.0,256.0,8.0,3.0,3.0,2.0,0.0,181.0,Autumn term
284,2018-10-13,1184.0,3.0,31.0,22.0,0.0,0.0,0.0,30.0,79.0,0.0,0.0,0.0,196.0,1.0,25.0,55.0,90.0,1.0,135.0,0.0,0.0,64.0,0.0,2.0,136.0,97.0,48.0,51.0,4.0,0.0,0.0,0.0,0.0,114.0,Autumn term
285,2018-10-14,1806.0,3.0,23.0,29.0,0.0,0.0,2.0,41.0,121.0,1.0,0.0,2.0,378.0,1.0,40.0,80.0,109.0,0.0,196.0,0.0,0.0,82.0,1.0,3.0,212.0,185.0,120.0,81.0,2.0,0.0,0.0,1.0,0.0,93.0,Autumn term
286,2018-10-15,7348.0,7.0,128.0,38.0,0.0,0.0,0.0,111.0,492.0,7.0,0.0,0.0,1652.0,1.0,117.0,336.0,505.0,0.0,792.0,1.0,9.0,476.0,11.0,7.0,718.0,1010.0,273.0,367.0,4.0,4.0,0.0,7.0,0.0,275.0,Autumn term
287,2018-10-16,7567.0,2.0,50.0,65.0,0.0,5.0,1.0,153.0,584.0,1.0,0.0,0.0,1681.0,2.0,146.0,377.0,468.0,2.0,913.0,1.0,7.0,501.0,8.0,9.0,880.0,709.0,286.0,390.0,3.0,8.0,0.0,5.0,0.0,310.0,Autumn term
288,2018-10-17,4653.0,0.0,62.0,44.0,0.0,0.0,2.0,64.0,288.0,0.0,0.0,0.0,1022.0,0.0,83.0,194.0,293.0,3.0,593.0,0.0,6.0,308.0,8.0,5.0,576.0,412.0,226.0,261.0,4.0,1.0,0.0,3.0,0.0,195.0,Autumn term
289,2018-10-18,6376.0,2.0,52.0,40.0,0.0,0.0,1.0,99.0,460.0,1.0,0.0,1.0,1431.0,9.0,116.0,312.0,325.0,2.0,605.0,0.0,12.0,458.0,0.0,4.0,788.0,783.0,268.0,392.0,1.0,7.0,0.0,3.0,0.0,204.0,Autumn term
290,2018-10-19,4915.0,1.0,66.0,36.0,0.0,0.0,0.0,84.0,310.0,1.0,0.0,0.0,1019.0,0.0,152.0,254.0,267.0,1.0,555.0,0.0,12.0,327.0,0.0,6.0,548.0,662.0,218.0,218.0,0.0,5.0,0.0,1.0,0.0,172.0,Autumn term
291,2018-10-20,1441.0,0.0,26.0,36.0,0.0,0.0,0.0,42.0,91.0,0.0,0.0,0.0,313.0,1.0,30.0,62.0,69.0,0.0,198.0,1.0,2.0,71.0,0.0,0.0,148.0,131.0,66.0,54.0,0.0,0.0,0.0,2.0,0.0,98.0,Autumn term
292,2018-10-21,1908.0,0.0,42.0,46.0,0.0,6.0,0.0,66.0,168.0,0.0,0.0,0.0,389.0,1.0,20.0,78.0,94.0,2.0,197.0,0.0,0.0,72.0,0.0,8.0,202.0,233.0,88.0,79.0,3.0,0.0,0.0,0.0,0.0,114.0,Autumn term
293,2018-10-22,7125.0,0.0,65.0,51.0,0.0,0.0,0.0,137.0,464.0,5.0,0.0,0.0,1786.0,0.0,94.0,280.0,426.0,2.0,918.0,1.0,5.0,365.0,12.0,23.0,786.0,901.0,247.0,260.0,1.0,7.0,0.0,0.0,0.0,289.0,Autumn term
294,2018-10-23,7332.0,5.0,55.0,52.0,0.0,0.0,3.0,154.0,511.0,9.0,0.0,0.0,1717.0,2.0,133.0,338.0,508.0,2.0,908.0,0.0,9.0,386.0,9.0,16.0,1012.0,640.0,295.0,250.0,1.0,7.0,0.0,3.0,1.0,306.0,Autumn term
295,2018-10-24,5901.0,8.0,92.0,65.0,0.0,3.0,0.0,124.0,419.0,3.0,0.0,0.0,1442.0,0.0,101.0,271.0,325.0,0.0,696.0,0.0,4.0,308.0,1.0,11.0,710.0,508.0,253.0,246.0,6.0,3.0,0.0,4.0,0.0,298.0,Autumn term
296,2018-10-25,6588.0,3.0,45.0,78.0,0.0,3.0,1.0,140.0,447.0,1.0,0.0,0.0,1553.0,2.0,108.0,320.0,303.0,0.0,705.0,0.0,3.0,350.0,1.0,13.0,900.0,794.0,313.0,231.0,3.0,5.0,1.0,4.0,0.0,261.0,Autumn term
297,2018-10-26,4308.0,0.0,43.0,68.0,0.0,2.0,4.0,98.0,258.0,0.0,0.0,0.0,798.0,0.0,104.0,204.0,213.0,5.0,516.0,1.0,2.0,252.0,0.0,3.0,526.0,648.0,192.0,186.0,1.0,2.0,0.0,2.0,0.0,180.0,Autumn term
298,2018-10-27,1343.0,1.0,24.0,71.0,0.0,0.0,0.0,94.0,89.0,0.0,0.0,0.0,193.0,0.0,35.0,40.0,76.0,0.0,128.0,1.0,3.0,55.0,0.0,2.0,125.0,137.0,67.0,83.0,4.0,0.0,0.0,2.0,0.0,113.0,Autumn term
299,2018-10-28,1739.0,0.0,19.0,76.0,0.0,0.0,1.0,101.0,140.0,2.0,0.0,0.0,265.0,10.0,33.0,76.0,85.0,0.0,191.0,1.0,0.0,100.0,1.0,2.0,190.0,161.0,82.0,100.0,5.0,0.0,0.0,0.0,1.0,97.0,Autumn term
300,2018-10-29,6449.0,3.0,61.0,109.0,0.0,3.0,3.0,148.0,599.0,6.0,0.0,0.0,1110.0,0.0,103.0,294.0,243.0,1.0,633.0,1.0,11.0,503.0,5.0,8.0,648.0,1001.0,309.0,374.0,5.0,6.0,1.0,5.0,0.0,256.0,Autumn term
301,2018-10-30,6619.0,2.0,43.0,100.0,0.0,0.0,3.0,143.0,633.0,4.0,0.0,0.0,1238.0,3.0,112.0,272.0,256.0,0.0,722.0,0.0,5.0,484.0,8.0,8.0,846.0,764.0,282.0,420.0,4.0,6.0,0.0,1.0,0.0,260.0,Autumn term
302,2018-10-31,4622.0,5.0,46.0,92.0,0.0,2.0,0.0,124.0,309.0,0.0,0.0,0.0,862.0,4.0,85.0,213.0,171.0,0.0,533.0,0.0,8.0,312.0,11.0,8.0,596.0,526.0,210.0,300.0,4.0,0.0,1.0,0.0,0.0,200.0,Autumn term
303,2018-11-01,4651.0,7.0,40.0,79.0,0.0,3.0,0.0,127.0,431.0,7.0,1.0,0.0,834.0,5.0,81.0,227.0,157.0,1.0,503.0,2.0,6.0,358.0,14.0,4.0,493.0,616.0,193.0,313.0,9.0,0.0,0.0,0.0,0.0,140.0,Autumn term
304,2018-11-02,4994.0,1.0,57.0,46.0,0.0,3.0,3.0,79.0,393.0,0.0,0.0,0.0,877.0,4.0,123.0,236.0,248.0,0.0,602.0,0.0,2.0,385.0,0.0,7.0,460.0,703.0,237.0,311.0,4.0,4.0,2.0,1.0,0.0,206.0,Autumn term
305,2018-11-03,2219.0,5.0,50.0,42.0,0.0,0.0,0.0,40.0,114.0,0.0,0.0,0.0,418.0,0.0,27.0,94.0,141.0,0.0,367.0,0.0,4.0,162.0,3.0,6.0,205.0,229.0,91.0,86.0,3.0,0.0,0.0,0.0,0.0,132.0,Autumn term
306,2018-11-04,2877.0,8.0,56.0,47.0,0.0,0.0,0.0,86.0,173.0,0.0,5.0,0.0,551.0,1.0,34.0,102.0,143.0,1.0,465.0,0.0,4.0,204.0,10.0,4.0,318.0,262.0,111.0,153.0,5.0,0.0,0.0,0.0,0.0,134.0,Autumn term
307,2018-11-05,7492.0,2.0,62.0,56.0,0.0,3.0,1.0,149.0,508.0,0.0,19.0,0.0,1749.0,4.0,122.0,280.0,461.0,1.0,877.0,0.0,13.0,563.0,5.0,10.0,758.0,846.0,297.0,410.0,4.0,1.0,0.0,1.0,0.0,290.0,Autumn term
308,2018-11-06,8181.0,3.0,80.0,52.0,0.0,2.0,3.0,224.0,664.0,0.0,11.0,0.0,1792.0,4.0,138.0,357.0,511.0,0.0,912.0,1.0,14.0,594.0,8.0,15.0,970.0,763.0,323.0,427.0,6.0,3.0,0.0,2.0,0.0,302.0,Autumn term
309,2018-11-07,7003.0,4.0,94.0,46.0,0.0,2.0,5.0,156.0,510.0,1.0,7.0,0.0,1482.0,6.0,104.0,256.0,451.0,6.0,842.0,0.0,6.0,546.0,5.0,8.0,781.0,768.0,265.0,359.0,12.0,3.0,0.0,0.0,0.0,278.0,Autumn term
310,2018-11-08,7931.0,2.0,42.0,49.0,0.0,3.0,1.0,186.0,583.0,7.0,0.0,0.0,1735.0,3.0,127.0,286.0,489.0,0.0,851.0,0.0,9.0,550.0,4.0,14.0,975.0,928.0,328.0,382.0,8.0,4.0,0.0,0.0,0.0,365.0,Autumn term
311,2018-11-09,5881.0,0.0,57.0,49.0,0.0,3.0,1.0,67.0,459.0,3.0,0.0,4.0,1240.0,1.0,128.0,213.0,397.0,0.0,767.0,0.0,3.0,447.0,13.0,14.0,652.0,736.0,149.0,279.0,5.0,0.0,0.0,2.0,2.0,190.0,Autumn term
312,2018-11-10,2405.0,0.0,59.0,78.0,0.0,0.0,0.0,24.0,215.0,0.0,0.0,0.0,400.0,4.0,22.0,70.0,214.0,2.0,347.0,0.0,2.0,160.0,2.0,8.0,261.0,183.0,59.0,169.0,3.0,0.0,0.0,0.0,0.0,123.0,Autumn term
313,2018-11-11,2901.0,1.0,63.0,97.0,0.0,0.0,1.0,68.0,289.0,5.0,0.0,1.0,506.0,2.0,21.0,73.0,238.0,0.0,354.0,0.0,3.0,189.0,3.0,3.0,330.0,306.0,77.0,167.0,7.0,0.0,1.0,0.0,1.0,95.0,Autumn term
314,2018-11-12,8525.0,6.0,74.0,84.0,1.0,3.0,3.0,117.0,645.0,0.0,2.0,0.0,1990.0,3.0,122.0,274.0,496.0,0.0,939.0,0.0,11.0,632.0,6.0,6.0,932.0,1060.0,229.0,513.0,0.0,5.0,2.0,1.0,0.0,369.0,Autumn term
315,2018-11-13,7083.0,6.0,68.0,58.0,0.0,1.0,1.0,124.0,447.0,0.0,2.0,0.0,1811.0,9.0,106.0,245.0,428.0,0.0,792.0,0.0,11.0,533.0,5.0,6.0,814.0,624.0,226.0,427.0,6.0,5.0,0.0,0.0,0.0,328.0,Autumn term
316,2018-11-14,7077.0,6.0,129.0,51.0,0.0,2.0,0.0,160.0,402.0,4.0,8.0,0.0,1843.0,5.0,87.0,201.0,363.0,2.0,802.0,0.0,7.0,541.0,9.0,20.0,947.0,603.0,241.0,414.0,7.0,0.0,0.0,2.0,1.0,220.0,Autumn term
317,2018-11-15,6993.0,4.0,71.0,54.0,0.0,2.0,2.0,159.0,527.0,4.0,0.0,0.0,1744.0,6.0,112.0,231.0,375.0,0.0,696.0,2.0,13.0,495.0,0.0,17.0,919.0,714.0,225.0,360.0,9.0,1.0,0.0,0.0,1.0,250.0,Autumn term
318,2018-11-16,5046.0,1.0,87.0,62.0,0.0,0.0,1.0,79.0,389.0,3.0,0.0,0.0,1112.0,0.0,111.0,172.0,293.0,0.0,563.0,2.0,9.0,380.0,0.0,13.0,594.0,572.0,193.0,221.0,10.0,0.0,0.0,0.0,0.0,179.0,Autumn term
319,2018-11-17,2185.0,2.0,106.0,76.0,0.0,0.0,0.0,63.0,178.0,0.0,0.0,0.0,445.0,7.0,38.0,62.0,129.0,0.0,194.0,0.0,3.0,189.0,4.0,2.0,267.0,205.0,56.0,67.0,4.0,0.0,0.0,0.0,0.0,88.0,Autumn term
320,2018-11-18,2493.0,1.0,127.0,55.0,0.0,0.0,1.0,109.0,193.0,0.0,0.0,0.0,511.0,0.0,35.0,74.0,153.0,0.0,231.0,0.0,4.0,199.0,2.0,1.0,285.0,222.0,76.0,89.0,6.0,0.0,0.0,0.0,0.0,119.0,Autumn term
321,2018-11-19,8143.0,5.0,127.0,59.0,0.0,0.0,2.0,174.0,667.0,2.0,21.0,0.0,1990.0,7.0,129.0,210.0,497.0,1.0,927.0,3.0,17.0,630.0,1.0,14.0,949.0,836.0,247.0,331.0,1.0,2.0,1.0,1.0,0.0,292.0,Autumn term
322,2018-11-20,8322.0,7.0,106.0,53.0,0.0,0.0,1.0,189.0,629.0,5.0,5.0,0.0,2153.0,1.0,147.0,256.0,535.0,4.0,956.0,2.0,7.0,586.0,1.0,13.0,1083.0,737.0,243.0,331.0,0.0,2.0,0.0,2.0,0.0,268.0,Autumn term
323,2018-11-21,6510.0,4.0,158.0,40.0,0.0,0.0,1.0,177.0,427.0,3.0,7.0,5.0,1637.0,2.0,87.0,189.0,339.0,0.0,762.0,1.0,1.0,479.0,12.0,7.0,839.0,592.0,178.0,319.0,4.0,2.0,0.0,0.0,1.0,237.0,Autumn term
324,2018-11-22,6927.0,5.0,91.0,49.0,0.0,0.0,1.0,129.0,542.0,4.0,6.0,0.0,1782.0,3.0,96.0,265.0,350.0,2.0,672.0,0.0,9.0,513.0,1.0,12.0,855.0,735.0,248.0,277.0,6.0,3.0,0.0,0.0,0.0,271.0,Autumn term
325,2018-11-23,4402.0,0.0,154.0,32.0,0.0,0.0,2.0,76.0,326.0,0.0,5.0,3.0,977.0,3.0,135.0,155.0,191.0,0.0,510.0,0.0,5.0,338.0,0.0,6.0,421.0,534.0,145.0,190.0,4.0,1.0,0.0,0.0,0.0,189.0,Autumn term
326,2018-11-24,1915.0,0.0,168.0,50.0,0.0,1.0,0.0,46.0,144.0,0.0,0.0,0.0,462.0,0.0,24.0,77.0,54.0,0.0,198.0,0.0,2.0,102.0,2.0,0.0,159.0,202.0,60.0,66.0,10.0,0.0,0.0,3.0,0.0,85.0,Autumn term
327,2018-11-25,2738.0,2.0,181.0,49.0,0.0,0.0,0.0,87.0,234.0,0.0,0.0,4.0,711.0,2.0,41.0,122.0,90.0,0.0,266.0,2.0,2.0,162.0,0.0,1.0,239.0,248.0,72.0,105.0,9.0,0.0,0.0,0.0,0.0,109.0,Autumn term
328,2018-11-26,8223.0,12.0,193.0,54.0,0.0,4.0,3.0,148.0,655.0,5.0,0.0,0.0,2048.0,11.0,143.0,229.0,453.0,0.0,936.0,0.0,9.0,574.0,1.0,4.0,857.0,1004.0,236.0,326.0,6.0,2.0,2.0,0.0,1.0,307.0,Autumn term
329,2018-11-27,7721.0,2.0,125.0,57.0,0.0,0.0,1.0,209.0,683.0,0.0,0.0,0.0,1875.0,3.0,178.0,274.0,431.0,0.0,856.0,0.0,10.0,456.0,1.0,8.0,849.0,797.0,219.0,367.0,4.0,1.0,0.0,0.0,0.0,315.0,Autumn term
330,2018-11-28,6209.0,6.0,78.0,70.0,0.0,0.0,1.0,215.0,403.0,3.0,9.0,0.0,1555.0,7.0,126.0,243.0,308.0,0.0,702.0,2.0,10.0,424.0,10.0,5.0,712.0,626.0,210.0,229.0,3.0,3.0,0.0,0.0,2.0,247.0,Autumn term
331,2018-11-29,6800.0,6.0,44.0,50.0,1.0,0.0,0.0,228.0,450.0,2.0,2.0,0.0,1697.0,3.0,141.0,260.0,392.0,0.0,710.0,2.0,3.0,434.0,2.0,9.0,909.0,744.0,207.0,265.0,7.0,7.0,0.0,0.0,0.0,225.0,Autumn term
332,2018-11-30,4993.0,0.0,12.0,61.0,0.0,0.0,0.0,153.0,336.0,4.0,1.0,0.0,1179.0,0.0,132.0,165.0,239.0,0.0,557.0,0.0,0.0,347.0,1.0,9.0,512.0,701.0,171.0,214.0,10.0,1.0,0.0,0.0,0.0,188.0,Autumn term
333,2018-12-01,1792.0,4.0,2.0,91.0,0.0,0.0,0.0,152.0,99.0,6.0,1.0,0.0,426.0,0.0,42.0,69.0,68.0,0.0,169.0,1.0,0.0,100.0,2.0,3.0,164.0,237.0,34.0,27.0,0.0,0.0,0.0,0.0,1.0,94.0,Autumn term
334,2018-12-02,2593.0,2.0,4.0,128.0,0.0,0.0,0.0,186.0,187.0,0.0,0.0,0.0,658.0,1.0,65.0,70.0,100.0,0.0,287.0,0.0,0.0,112.0,1.0,1.0,228.0,316.0,49.0,83.0,7.0,0.0,0.0,0.0,0.0,108.0,Autumn term
335,2018-12-03,7653.0,6.0,4.0,57.0,0.0,0.0,1.0,211.0,582.0,2.0,0.0,0.0,2059.0,3.0,130.0,215.0,384.0,0.0,958.0,4.0,6.0,483.0,1.0,6.0,810.0,884.0,233.0,348.0,6.0,3.0,1.0,0.0,0.0,256.0,Autumn term
336,2018-12-04,8184.0,5.0,24.0,65.0,0.0,0.0,0.0,278.0,646.0,2.0,6.0,2.0,2092.0,1.0,154.0,287.0,461.0,0.0,958.0,3.0,1.0,511.0,9.0,9.0,948.0,798.0,239.0,360.0,6.0,1.0,0.0,0.0,0.0,318.0,Autumn term
337,2018-12-05,6952.0,4.0,15.0,75.0,0.0,3.0,3.0,229.0,482.0,3.0,1.0,0.0,1768.0,5.0,139.0,282.0,404.0,5.0,772.0,1.0,6.0,418.0,19.0,5.0,809.0,711.0,164.0,375.0,6.0,0.0,0.0,1.0,0.0,247.0,Autumn term
338,2018-12-06,7089.0,8.0,11.0,75.0,0.0,0.0,1.0,285.0,566.0,6.0,0.0,0.0,1754.0,7.0,124.0,212.0,394.0,2.0,809.0,2.0,4.0,478.0,3.0,10.0,822.0,700.0,251.0,337.0,5.0,1.0,0.0,3.0,1.0,218.0,Autumn term
339,2018-12-07,5229.0,0.0,21.0,77.0,0.0,9.0,0.0,184.0,375.0,5.0,0.0,0.0,1284.0,2.0,175.0,122.0,241.0,0.0,675.0,0.0,0.0,335.0,1.0,7.0,579.0,477.0,172.0,267.0,3.0,0.0,0.0,0.0,0.0,218.0,Autumn term
340,2018-12-08,2612.0,6.0,7.0,53.0,0.0,0.0,0.0,195.0,234.0,0.0,0.0,0.0,634.0,0.0,63.0,81.0,135.0,0.0,259.0,0.0,0.0,174.0,2.0,2.0,295.0,202.0,59.0,107.0,4.0,0.0,0.0,0.0,0.0,100.0,Autumn term
341,2018-12-09,3437.0,0.0,0.0,65.0,0.0,0.0,0.0,238.0,271.0,0.0,4.0,2.0,880.0,0.0,62.0,105.0,117.0,0.0,378.0,0.0,2.0,158.0,2.0,2.0,455.0,311.0,129.0,137.0,2.0,0.0,0.0,1.0,0.0,116.0,Autumn term
342,2018-12-10,8191.0,9.0,9.0,76.0,0.0,1.0,1.0,242.0,584.0,4.0,10.0,0.0,1972.0,0.0,161.0,253.0,455.0,0.0,1050.0,3.0,4.0,553.0,0.0,3.0,979.0,801.0,256.0,439.0,12.0,0.0,4.0,0.0,0.0,310.0,Autumn term
343,2018-12-11,7991.0,2.0,9.0,99.0,0.0,1.0,0.0,182.0,664.0,8.0,3.0,3.0,1859.0,0.0,173.0,244.0,535.0,1.0,935.0,0.0,5.0,549.0,7.0,14.0,915.0,730.0,249.0,506.0,5.0,0.0,0.0,0.0,0.0,293.0,Autumn term
344,2018-12-12,6058.0,5.0,6.0,45.0,0.0,6.0,1.0,137.0,313.0,0.0,6.0,0.0,1604.0,1.0,133.0,266.0,371.0,2.0,762.0,4.0,0.0,361.0,2.0,11.0,657.0,500.0,168.0,408.0,2.0,3.0,0.0,0.0,0.0,284.0,Autumn term
345,2018-12-13,4960.0,0.0,6.0,44.0,0.0,0.0,0.0,61.0,211.0,1.0,0.0,0.0,1058.0,3.0,118.0,348.0,345.0,1.0,613.0,0.0,7.0,402.0,2.0,7.0,571.0,398.0,222.0,362.0,5.0,3.0,0.0,0.0,0.0,172.0,Autumn term
346,2018-12-14,2422.0,0.0,9.0,31.0,0.0,0.0,0.0,40.0,139.0,0.0,4.0,2.0,304.0,1.0,118.0,130.0,217.0,0.0,371.0,0.0,2.0,168.0,0.0,6.0,309.0,135.0,117.0,202.0,6.0,0.0,0.0,0.0,0.0,111.0,Autumn term
347,2018-12-15,709.0,0.0,3.0,14.0,0.0,0.0,0.0,4.0,33.0,0.0,0.0,0.0,68.0,1.0,17.0,17.0,88.0,0.0,139.0,0.0,0.0,66.0,3.0,2.0,71.0,30.0,14.0,49.0,28.0,0.0,0.0,0.0,0.0,62.0,Christmas vacation 2
348,2018-12-16,788.0,0.0,3.0,22.0,0.0,0.0,1.0,4.0,40.0,0.0,0.0,0.0,88.0,3.0,26.0,27.0,62.0,0.0,146.0,1.0,2.0,73.0,3.0,2.0,69.0,34.0,17.0,74.0,18.0,0.0,0.0,0.0,5.0,68.0,Christmas vacation 2
349,2018-12-17,1766.0,3.0,5.0,55.0,0.0,0.0,0.0,20.0,87.0,0.0,0.0,0.0,181.0,6.0,66.0,48.0,149.0,0.0,297.0,0.0,2.0,126.0,9.0,7.0,220.0,73.0,55.0,163.0,18.0,0.0,0.0,0.0,0.0,176.0,Christmas vacation 2
350,2018-12-18,1531.0,0.0,0.0,42.0,0.0,0.0,0.0,8.0,53.0,0.0,0.0,0.0,147.0,2.0,67.0,34.0,94.0,0.0,326.0,0.0,6.0,94.0,22.0,2.0,152.0,68.0,53.0,129.0,21.0,0.0,2.0,0.0,0.0,209.0,Christmas vacation 2
351,2018-12-19,1247.0,1.0,4.0,54.0,0.0,0.0,1.0,7.0,39.0,2.0,0.0,0.0,135.0,5.0,41.0,53.0,72.0,0.0,264.0,0.0,5.0,54.0,7.0,0.0,131.0,39.0,63.0,123.0,13.0,0.0,0.0,0.0,0.0,134.0,Christmas vacation 2
352,2018-12-20,1196.0,5.0,0.0,35.0,0.0,0.0,2.0,4.0,47.0,0.0,0.0,0.0,138.0,5.0,68.0,30.0,72.0,0.0,238.0,0.0,4.0,43.0,8.0,0.0,120.0,50.0,27.0,114.0,17.0,0.0,0.0,0.0,0.0,169.0,Christmas vacation 2
353,2018-12-21,931.0,1.0,0.0,48.0,0.0,0.0,0.0,8.0,15.0,6.0,0.0,0.0,106.0,1.0,45.0,27.0,55.0,1.0,195.0,0.0,4.0,25.0,3.0,0.0,66.0,46.0,11.0,61.0,32.0,0.0,0.0,0.0,0.0,175.0,Christmas vacation 2
354,2018-12-22,514.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,63.0,0.0,28.0,18.0,23.0,0.0,101.0,0.0,0.0,19.0,2.0,0.0,41.0,12.0,7.0,51.0,10.0,0.0,0.0,0.0,0.0,101.0,Christmas vacation 2
355,2018-12-23,240.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,28.0,0.0,11.0,15.0,4.0,0.0,51.0,1.0,0.0,6.0,2.0,0.0,17.0,9.0,5.0,20.0,8.0,0.0,0.0,0.0,0.0,45.0,Christmas vacation 2
