,Date,IN,Brighton Business School,Brighton and Sussex Medical School,IDS,Institute of Development Studies,International School - non deg,Library,Partner Colleges,Psychology,School of Applied Social Science,School of Architecture & Design,School of Art,School of Business and Management,School of Computing,School of Education and Social,School of Engineering and Informative,School of English,School of Environment and Technology,School of Global Studies,School of Health Sciences,School of History,School of History and Art History,School of Humanities,School of Law,"School of Law, Politics and Social",School of Life Sciences,School of Mathematical and Physics,"School of Media, Film and Music",School of Pharmacy and Bio Sci,School of Psychology,School of Sport and Service Management,Undergraduate,University of Brighton,other_school,Term_dates
0,2018-01-02,1807.0,0.0,3.0,36.0,0.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,308.0,4.0,51.0,80.0,115.0,2.0,212.0,0.0,0.0,74.0,8.0,0.0,193.0,133.0,86.0,158.0,13.0,0.0,0.0,2.0,0.0,262.0,Christmas vacation 1
1,2018-01-03,2096.0,2.0,6.0,35.0,0.0,0.0,0.0,1.0,77.0,0.0,0.0,5.0,308.0,4.0,78.0,87.0,118.0,0.0,297.0,0.0,0.0,116.0,1.0,0.0,192.0,144.0,89.0,138.0,19.0,0.0,2.0,1.0,1.0,375.0,Christmas vacation 1
2,2018-01-04,2914.0,12.0,9.0,31.0,0.0,0.0,0.0,5.0,138.0,0.0,0.0,11.0,409.0,18.0,62.0,99.0,186.0,1.0,340.0,0.0,0.0,142.0,8.0,0.0,364.0,237.0,121.0,267.0,46.0,0.0,5.0,8.0,0.0,395.0,Christmas vacation 1
3,2018-01-05,3199.0,9.0,24.0,44.0,0.0,0.0,0.0,1.0,130.0,2.0,0.0,0.0,493.0,18.0,147.0,140.0,161.0,0.0,418.0,0.0,0.0,182.0,28.0,0.0,342.0,224.0,150.0,260.0,63.0,0.0,3.0,14.0,0.0,346.0,Christmas vacation 1
4,2018-01-06,2700.0,9.0,7.0,52.0,0.0,0.0,0.0,5.0,133.0,1.0,0.0,6.0,466.0,18.0,68.0,138.0,105.0,3.0,336.0,0.0,0.0,105.0,11.0,0.0,293.0,211.0,165.0,210.0,62.0,5.0,0.0,13.0,0.0,278.0,Christmas vacation 1
5,2018-01-07,3222.0,3.0,3.0,61.0,0.0,0.0,0.0,4.0,176.0,4.0,3.0,0.0,616.0,17.0,51.0,168.0,173.0,11.0,398.0,0.0,0.0,164.0,15.0,0.0,346.0,266.0,172.0,216.0,83.0,6.0,1.0,6.0,0.0,259.0,Christmas vacation 1
6,2018-01-08,4755.0,3.0,35.0,41.0,0.0,0.0,0.0,8.0,297.0,1.0,0.0,0.0,925.0,4.0,94.0,265.0,230.0,0.0,651.0,1.0,0.0,295.0,3.0,0.0,520.0,420.0,268.0,310.0,11.0,3.0,0.0,14.0,0.0,356.0,Private study 1
7,2018-01-09,5610.0,2.0,25.0,91.0,1.0,0.0,0.0,6.0,332.0,5.0,0.0,4.0,1129.0,1.0,64.0,353.0,285.0,1.0,761.0,0.0,0.0,370.0,3.0,0.0,615.0,475.0,315.0,366.0,12.0,9.0,0.0,9.0,0.0,376.0,Private study 1
8,2018-01-10,6544.0,2.0,45.0,89.0,0.0,0.0,0.0,6.0,420.0,9.0,2.0,0.0,1458.0,2.0,89.0,396.0,365.0,2.0,735.0,0.0,0.0,439.0,17.0,0.0,712.0,563.0,335.0,430.0,7.0,5.0,0.0,20.0,0.0,396.0,Private study 1
9,2018-01-11,6314.0,1.0,24.0,72.0,3.0,0.0,0.0,2.0,309.0,1.0,1.0,0.0,1808.0,7.0,67.0,305.0,267.0,4.0,696.0,0.0,0.0,430.0,6.0,0.0,621.0,593.0,373.0,400.0,4.0,3.0,0.0,9.0,0.0,308.0,Mid-year assessment
10,2018-01-12,5081.0,2.0,32.0,73.0,0.0,0.0,0.0,7.0,336.0,0.0,0.0,0.0,1434.0,4.0,100.0,240.0,172.0,7.0,472.0,0.0,0.0,336.0,0.0,0.0,437.0,613.0,393.0,181.0,20.0,4.0,1.0,10.0,0.0,207.0,Mid-year assessment
11,2018-01-13,4293.0,2.0,20.0,125.0,0.0,0.0,0.0,5.0,240.0,1.0,0.0,3.0,1276.0,20.0,53.0,242.0,125.0,5.0,337.0,0.0,0.0,264.0,1.0,0.0,418.0,473.0,260.0,124.0,17.0,6.0,0.0,4.0,0.0,272.0,Mid-year assessment
12,2018-01-14,5242.0,2.0,16.0,105.0,0.0,0.0,0.0,9.0,357.0,1.0,0.0,9.0,1553.0,15.0,50.0,340.0,167.0,0.0,481.0,1.0,0.0,351.0,11.0,0.0,524.0,491.0,321.0,127.0,26.0,3.0,1.0,9.0,0.0,272.0,Mid-year assessment
13,2018-01-15,5878.0,4.0,48.0,71.0,0.0,0.0,0.0,11.0,398.0,2.0,7.0,0.0,1798.0,4.0,60.0,446.0,220.0,0.0,549.0,1.0,0.0,386.0,4.0,0.0,527.0,532.0,254.0,201.0,8.0,19.0,0.0,14.0,0.0,314.0,Mid-year assessment
14,2018-01-16,5904.0,6.0,31.0,80.0,1.0,1.0,0.0,6.0,431.0,3.0,0.0,0.0,1893.0,4.0,43.0,341.0,230.0,0.0,471.0,0.0,0.0,390.0,0.0,0.0,512.0,601.0,303.0,205.0,15.0,5.0,0.0,16.0,0.0,316.0,Mid-year assessment
15,2018-01-17,5665.0,3.0,29.0,66.0,0.0,2.0,0.0,15.0,410.0,4.0,9.0,0.0,1780.0,0.0,25.0,385.0,263.0,3.0,367.0,0.0,0.0,384.0,9.0,0.0,509.0,568.0,297.0,163.0,13.0,9.0,0.0,10.0,0.0,342.0,Mid-year assessment
16,2018-01-18,5161.0,10.0,27.0,87.0,6.0,0.0,0.0,7.0,361.0,6.0,8.0,0.0,1731.0,0.0,25.0,336.0,254.0,2.0,287.0,1.0,0.0,355.0,0.0,0.0,384.0,530.0,263.0,189.0,0.0,8.0,0.0,5.0,0.0,279.0,Mid-year assessment
17,2018-01-19,4103.0,4.0,43.0,63.0,2.0,2.0,0.0,9.0,292.0,3.0,0.0,0.0,1599.0,0.0,63.0,163.0,196.0,0.0,192.0,0.0,0.0,220.0,4.0,0.0,252.0,362.0,256.0,83.0,9.0,4.0,0.0,2.0,0.0,280.0,Mid-year assessment
18,2018-01-20,2456.0,1.0,15.0,42.0,0.0,6.0,0.0,6.0,269.0,0.0,0.0,0.0,742.0,2.0,51.0,76.0,128.0,0.0,147.0,0.0,0.0,170.0,5.0,0.0,167.0,227.0,172.0,31.0,7.0,7.0,0.0,1.0,0.0,184.0,Mid-year assessment
19,2018-01-21,2933.0,8.0,5.0,50.0,0.0,1.0,0.0,2.0,293.0,2.0,0.0,2.0,949.0,1.0,50.0,106.0,142.0,0.0,154.0,0.0,0.0,217.0,13.0,0.0,155.0,233.0,284.0,34.0,11.0,7.0,0.0,3.0,0.0,211.0,Mid-year assessment
20,2018-01-22,3949.0,5.0,49.0,36.0,0.0,3.0,0.0,73.0,405.0,0.0,0.0,2.0,1148.0,0.0,54.0,79.0,287.0,1.0,209.0,0.0,0.0,307.0,10.0,0.0,265.0,358.0,269.0,89.0,6.0,10.0,0.0,4.0,0.0,280.0,Mid-year assessment
21,2018-01-23,3236.0,6.0,30.0,19.0,0.0,3.0,0.0,57.0,261.0,1.0,0.0,0.0,978.0,0.0,26.0,75.0,236.0,0.0,125.0,0.0,0.0,273.0,2.0,0.0,234.0,353.0,206.0,117.0,5.0,1.0,0.0,4.0,0.0,224.0,Mid-year assessment
22,2018-01-24,2847.0,2.0,19.0,26.0,1.0,3.0,0.0,57.0,339.0,2.0,2.0,0.0,784.0,0.0,35.0,85.0,233.0,0.0,123.0,0.0,0.0,132.0,0.0,0.0,237.0,315.0,115.0,72.0,3.0,7.0,0.0,0.0,0.0,255.0,Winter graduation
23,2018-01-25,2284.0,1.0,28.0,22.0,1.0,1.0,0.0,54.0,343.0,0.0,1.0,0.0,628.0,1.0,25.0,41.0,87.0,0.0,108.0,0.0,0.0,87.0,0.0,0.0,219.0,191.0,135.0,88.0,3.0,6.0,0.0,0.0,0.0,214.0,Winter graduation
24,2018-01-26,967.0,3.0,22.0,25.0,0.0,6.0,0.0,82.0,100.0,0.0,0.0,0.0,113.0,0.0,84.0,20.0,49.0,0.0,57.0,1.0,0.0,25.0,3.0,0.0,83.0,74.0,38.0,46.0,2.0,2.0,0.0,0.0,0.0,132.0,Winter graduation
25,2018-01-27,432.0,5.0,18.0,7.0,0.0,3.0,0.0,18.0,6.0,0.0,0.0,0.0,45.0,0.0,39.0,16.0,27.0,0.0,31.0,2.0,0.0,19.0,2.0,0.0,24.0,25.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,110.0,Inter-session week
26,2018-01-28,469.0,0.0,23.0,13.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,50.0,0.0,43.0,16.0,27.0,0.0,14.0,0.0,0.0,11.0,0.0,0.0,32.0,34.0,36.0,13.0,0.0,0.0,0.0,0.0,0.0,129.0,Inter-session week
27,2018-01-29,1005.0,0.0,61.0,21.0,0.0,3.0,0.0,106.0,31.0,0.0,2.0,0.0,87.0,1.0,33.0,50.0,74.0,0.0,92.0,3.0,0.0,40.0,0.0,0.0,89.0,100.0,35.0,53.0,3.0,0.0,0.0,0.0,0.0,121.0,Inter-session week
28,2018-01-30,1016.0,1.0,30.0,30.0,0.0,5.0,0.0,94.0,40.0,1.0,0.0,0.0,91.0,1.0,29.0,38.0,65.0,2.0,111.0,0.0,0.0,46.0,0.0,0.0,93.0,82.0,53.0,44.0,0.0,0.0,0.0,0.0,0.0,160.0,Inter-session week
29,2018-01-31,990.0,0.0,35.0,41.0,0.0,4.0,0.0,71.0,67.0,3.0,0.0,0.0,80.0,0.0,37.0,37.0,55.0,0.0,113.0,0.0,0.0,55.0,7.0,0.0,77.0,92.0,35.0,70.0,1.0,1.0,0.0,0.0,0.0,109.0,Inter-session week
30,2018-02-01,1068.0,3.0,29.0,23.0,1.0,2.0,0.0,102.0,46.0,0.0,0.0,1.0,114.0,0.0,46.0,48.0,68.0,0.0,95.0,0.0,0.0,60.0,4.0,0.0,74.0,104.0,29.0,66.0,0.0,1.0,0.0,5.0,0.0,147.0,Inter-session week
31,2018-02-02,1055.0,4.0,77.0,21.0,0.0,1.0,0.0,63.0,40.0,1.0,0.0,0.0,105.0,1.0,49.0,41.0,60.0,0.0,120.0,0.0,0.0,55.0,0.0,0.0,82.0,105.0,37.0,62.0,3.0,2.0,0.0,3.0,0.0,123.0,Inter-session week
32,2018-02-03,473.0,7.0,16.0,9.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,53.0,0.0,17.0,11.0,45.0,0.0,43.0,0.0,0.0,16.0,0.0,0.0,43.0,41.0,14.0,14.0,12.0,0.0,0.0,1.0,0.0,92.0,Inter-session week
33,2018-02-04,625.0,4.0,24.0,5.0,0.0,0.0,0.0,44.0,21.0,2.0,0.0,2.0,50.0,0.0,24.0,16.0,51.0,0.0,46.0,0.0,0.0,17.0,0.0,0.0,93.0,55.0,14.0,35.0,1.0,0.0,0.0,0.0,0.0,121.0,Inter-session week
34,2018-02-05,4467.0,5.0,62.0,64.0,1.0,0.0,0.0,121.0,308.0,2.0,1.0,4.0,708.0,1.0,78.0,127.0,393.0,2.0,558.0,2.0,0.0,353.0,2.0,0.0,477.0,493.0,152.0,289.0,2.0,10.0,1.0,7.0,0.0,244.0,Spring term
35,2018-02-06,4585.0,0.0,29.0,57.0,1.0,0.0,0.0,121.0,326.0,1.0,0.0,0.0,737.0,3.0,55.0,168.0,359.0,4.0,573.0,0.0,0.0,408.0,4.0,0.0,490.0,511.0,152.0,277.0,3.0,12.0,0.0,10.0,0.0,284.0,Spring term
36,2018-02-07,3220.0,1.0,32.0,83.0,0.0,1.0,0.0,110.0,167.0,2.0,0.0,1.0,450.0,1.0,73.0,114.0,282.0,4.0,405.0,0.0,0.0,256.0,6.0,0.0,366.0,345.0,108.0,194.0,5.0,3.0,1.0,6.0,0.0,204.0,Spring term
37,2018-02-08,4039.0,4.0,20.0,53.0,0.0,0.0,0.0,145.0,270.0,2.0,0.0,0.0,613.0,0.0,64.0,107.0,336.0,2.0,531.0,3.0,0.0,336.0,9.0,0.0,522.0,376.0,148.0,246.0,2.0,10.0,0.0,2.0,0.0,238.0,Spring term
38,2018-02-09,2815.0,5.0,27.0,41.0,0.0,0.0,0.0,84.0,263.0,0.0,0.0,0.0,412.0,0.0,79.0,140.0,192.0,2.0,277.0,1.0,0.0,218.0,0.0,0.0,319.0,330.0,110.0,154.0,0.0,12.0,2.0,4.0,0.0,143.0,Spring term
39,2018-02-10,655.0,5.0,14.0,9.0,0.0,0.0,0.0,37.0,39.0,0.0,0.0,0.0,96.0,1.0,20.0,20.0,55.0,1.0,54.0,0.0,0.0,13.0,0.0,0.0,67.0,49.0,31.0,25.0,0.0,0.0,0.0,0.0,0.0,119.0,Spring term
40,2018-02-11,1115.0,8.0,14.0,25.0,0.0,0.0,0.0,94.0,77.0,3.0,0.0,0.0,170.0,3.0,30.0,49.0,61.0,4.0,89.0,2.0,0.0,49.0,2.0,0.0,77.0,87.0,42.0,58.0,2.0,13.0,0.0,3.0,0.0,153.0,Spring term
41,2018-02-12,5126.0,6.0,71.0,63.0,0.0,0.0,0.0,204.0,388.0,0.0,1.0,1.0,1008.0,0.0,110.0,189.0,356.0,0.0,603.0,0.0,0.0,387.0,2.0,0.0,513.0,497.0,171.0,276.0,1.0,16.0,1.0,7.0,0.0,255.0,Spring term
42,2018-02-13,4828.0,3.0,31.0,55.0,0.0,0.0,0.0,165.0,316.0,2.0,0.0,0.0,986.0,0.0,90.0,151.0,336.0,3.0,584.0,0.0,0.0,349.0,2.0,0.0,529.0,490.0,183.0,256.0,3.0,11.0,0.0,7.0,0.0,276.0,Spring term
43,2018-02-14,2901.0,0.0,33.0,47.0,0.0,0.0,0.0,75.0,155.0,1.0,0.0,0.0,526.0,0.0,90.0,104.0,215.0,2.0,331.0,0.0,0.0,223.0,2.0,0.0,330.0,289.0,122.0,179.0,2.0,3.0,0.0,0.0,0.0,172.0,Spring term
44,2018-02-15,4134.0,1.0,34.0,43.0,0.0,0.0,0.0,80.0,289.0,0.0,0.0,0.0,692.0,0.0,102.0,148.0,257.0,0.0,532.0,0.0,0.0,345.0,3.0,0.0,498.0,436.0,159.0,237.0,0.0,9.0,0.0,9.0,0.0,260.0,Spring term
45,2018-02-16,2881.0,6.0,45.0,32.0,0.0,0.0,0.0,30.0,240.0,0.0,0.0,0.0,450.0,0.0,130.0,143.0,214.0,1.0,296.0,0.0,0.0,207.0,4.0,0.0,286.0,327.0,122.0,125.0,1.0,3.0,0.0,7.0,0.0,212.0,Spring term
46,2018-02-17,834.0,11.0,15.0,13.0,0.0,0.0,0.0,21.0,43.0,0.0,0.0,0.0,100.0,0.0,67.0,22.0,42.0,1.0,64.0,0.0,0.0,46.0,1.0,0.0,91.0,85.0,51.0,49.0,0.0,1.0,0.0,0.0,1.0,110.0,Spring term
47,2018-02-18,1205.0,0.0,18.0,26.0,0.0,0.0,0.0,54.0,109.0,0.0,4.0,0.0,133.0,0.0,80.0,37.0,57.0,2.0,111.0,0.0,0.0,55.0,0.0,0.0,141.0,104.0,73.0,46.0,2.0,5.0,0.0,0.0,0.0,148.0,Spring term
48,2018-02-19,5291.0,3.0,84.0,51.0,0.0,3.0,0.0,138.0,370.0,1.0,4.0,0.0,1073.0,0.0,71.0,235.0,380.0,3.0,507.0,2.0,0.0,432.0,0.0,0.0,604.0,588.0,190.0,279.0,0.0,23.0,1.0,10.0,0.0,239.0,Spring term
49,2018-02-20,5326.0,2.0,63.0,62.0,1.0,5.0,0.0,146.0,368.0,0.0,8.0,0.0,1045.0,0.0,51.0,188.0,343.0,4.0,599.0,0.0,0.0,428.0,0.0,0.0,678.0,619.0,188.0,236.0,3.0,17.0,0.0,14.0,1.0,257.0,Spring term
50,2018-02-21,3875.0,3.0,64.0,70.0,0.0,3.0,0.0,89.0,224.0,1.0,0.0,0.0,697.0,0.0,45.0,139.0,271.0,3.0,393.0,2.0,0.0,229.0,2.0,0.0,382.0,630.0,163.0,200.0,5.0,10.0,0.0,7.0,0.0,243.0,Spring term
51,2018-02-22,3168.0,1.0,39.0,34.0,0.0,0.0,0.0,87.0,231.0,2.0,0.0,0.0,724.0,1.0,40.0,130.0,134.0,1.0,223.0,0.0,0.0,146.0,0.0,0.0,318.0,612.0,151.0,115.0,0.0,6.0,0.0,2.0,0.0,171.0,Spring term
52,2018-02-23,2270.0,0.0,74.0,28.0,0.0,1.0,0.0,75.0,195.0,0.0,0.0,0.0,513.0,0.0,39.0,109.0,76.0,0.0,164.0,0.0,0.0,99.0,2.0,0.0,214.0,333.0,123.0,84.0,0.0,2.0,0.0,4.0,0.0,135.0,Spring term
53,2018-02-24,935.0,0.0,52.0,13.0,0.0,0.0,0.0,33.0,31.0,5.0,1.0,0.0,156.0,1.0,42.0,42.0,69.0,0.0,73.0,0.0,0.0,48.0,1.0,0.0,85.0,81.0,59.0,36.0,0.0,5.0,1.0,1.0,0.0,100.0,Spring term
54,2018-02-25,884.0,0.0,44.0,33.0,0.0,1.0,1.0,40.0,57.0,0.0,0.0,2.0,143.0,4.0,13.0,53.0,51.0,0.0,44.0,0.0,0.0,28.0,2.0,0.0,83.0,91.0,59.0,29.0,0.0,3.0,0.0,1.0,0.0,102.0,Spring term
55,2018-02-26,3552.0,3.0,51.0,41.0,0.0,0.0,0.0,101.0,292.0,1.0,0.0,0.0,967.0,0.0,28.0,170.0,158.0,0.0,326.0,0.0,0.0,170.0,2.0,0.0,310.0,417.0,157.0,148.0,1.0,11.0,0.0,3.0,0.0,195.0,Spring term
56,2018-02-27,3027.0,2.0,31.0,38.0,1.0,1.0,0.0,90.0,180.0,4.0,0.0,0.0,820.0,1.0,30.0,134.0,117.0,0.0,252.0,1.0,0.0,172.0,0.0,0.0,393.0,338.0,151.0,127.0,3.0,6.0,0.0,9.0,0.0,126.0,Spring term
57,2018-02-28,2972.0,0.0,51.0,32.0,0.0,0.0,0.0,94.0,180.0,0.0,0.0,1.0,705.0,2.0,26.0,132.0,174.0,0.0,215.0,0.0,0.0,212.0,0.0,0.0,272.0,451.0,143.0,114.0,0.0,6.0,0.0,5.0,0.0,157.0,Spring term
58,2018-03-01,4260.0,3.0,53.0,33.0,0.0,1.0,0.0,95.0,278.0,2.0,0.0,1.0,841.0,2.0,27.0,139.0,318.0,0.0,558.0,3.0,0.0,330.0,2.0,0.0,472.0,490.0,150.0,212.0,3.0,22.0,0.0,8.0,0.0,217.0,Spring term
59,2018-03-02,2880.0,0.0,73.0,28.0,0.0,2.0,0.0,95.0,210.0,3.0,0.0,0.0,490.0,0.0,59.0,148.0,197.0,0.0,301.0,4.0,0.0,181.0,0.0,0.0,329.0,328.0,135.0,160.0,0.0,7.0,2.0,4.0,0.0,124.0,Spring term
60,2018-03-03,1191.0,7.0,61.0,19.0,0.0,0.0,0.0,84.0,89.0,0.0,1.0,0.0,188.0,0.0,31.0,50.0,72.0,2.0,91.0,0.0,0.0,60.0,1.0,0.0,114.0,98.0,63.0,47.0,1.0,6.0,0.0,0.0,0.0,106.0,Spring term
61,2018-03-04,1453.0,4.0,70.0,26.0,0.0,0.0,0.0,111.0,98.0,0.0,0.0,0.0,228.0,3.0,15.0,59.0,106.0,0.0,98.0,0.0,0.0,61.0,1.0,0.0,108.0,182.0,77.0,56.0,0.0,2.0,0.0,0.0,0.0,148.0,Spring term
62,2018-03-05,4477.0,0.0,139.0,51.0,0.0,4.0,0.0,186.0,352.0,3.0,0.0,2.0,1056.0,1.0,73.0,195.0,201.0,0.0,391.0,3.0,0.0,262.0,1.0,0.0,410.0,580.0,175.0,184.0,1.0,17.0,2.0,8.0,0.0,180.0,Spring term
63,2018-03-06,4764.0,0.0,74.0,61.0,0.0,1.0,0.0,212.0,383.0,1.0,0.0,0.0,1177.0,1.0,48.0,168.0,225.0,1.0,395.0,3.0,0.0,245.0,0.0,0.0,546.0,501.0,202.0,241.0,3.0,22.0,1.0,13.0,0.0,240.0,Spring term
64,2018-03-07,3559.0,0.0,104.0,54.0,0.0,3.0,0.0,184.0,221.0,2.0,0.0,1.0,877.0,2.0,35.0,151.0,168.0,2.0,269.0,0.0,0.0,146.0,2.0,0.0,417.0,443.0,134.0,144.0,0.0,9.0,0.0,1.0,0.0,190.0,Spring term
65,2018-03-08,4354.0,2.0,116.0,52.0,0.0,1.0,0.0,199.0,261.0,5.0,0.0,0.0,1142.0,4.0,38.0,192.0,163.0,0.0,358.0,0.0,0.0,222.0,0.0,0.0,448.0,554.0,167.0,224.0,4.0,3.0,0.0,7.0,0.0,192.0,Spring term
66,2018-03-09,3556.0,0.0,125.0,43.0,0.0,1.0,0.0,118.0,271.0,0.0,0.0,0.0,789.0,0.0,71.0,131.0,231.0,0.0,388.0,0.0,0.0,215.0,0.0,0.0,343.0,373.0,107.0,210.0,1.0,6.0,0.0,9.0,0.0,124.0,Spring term
67,2018-03-10,1374.0,0.0,132.0,14.0,0.0,0.0,0.0,124.0,74.0,0.0,0.0,0.0,256.0,0.0,22.0,51.0,79.0,0.0,66.0,0.0,0.0,58.0,0.0,0.0,103.0,134.0,55.0,26.0,1.0,0.0,0.0,1.0,0.0,178.0,Spring term
68,2018-03-11,1609.0,0.0,130.0,48.0,0.0,1.0,0.0,138.0,91.0,0.0,0.0,0.0,267.0,0.0,31.0,68.0,98.0,0.0,122.0,0.0,0.0,61.0,0.0,0.0,152.0,143.0,49.0,54.0,3.0,3.0,0.0,2.0,0.0,148.0,Spring term
69,2018-03-12,4585.0,7.0,126.0,56.0,0.0,1.0,0.0,241.0,297.0,6.0,4.0,0.0,1204.0,5.0,41.0,170.0,220.0,2.0,368.0,2.0,0.0,207.0,0.0,0.0,425.0,530.0,137.0,188.0,8.0,9.0,3.0,6.0,0.0,322.0,Spring term
70,2018-03-13,5539.0,9.0,107.0,47.0,0.0,5.0,0.0,219.0,457.0,5.0,0.0,0.0,1301.0,0.0,55.0,182.0,255.0,0.0,526.0,3.0,0.0,317.0,1.0,0.0,586.0,637.0,178.0,246.0,4.0,14.0,0.0,5.0,0.0,380.0,Spring term
71,2018-03-14,3583.0,2.0,74.0,55.0,1.0,1.0,0.0,120.0,296.0,0.0,0.0,0.0,782.0,0.0,51.0,133.0,209.0,0.0,308.0,0.0,0.0,238.0,10.0,0.0,353.0,399.0,121.0,192.0,4.0,13.0,0.0,3.0,0.0,218.0,Spring term
72,2018-03-15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Spring term
73,2018-03-16,3425.0,3.0,15.0,44.0,0.0,2.0,0.0,97.0,294.0,0.0,0.0,2.0,734.0,0.0,55.0,130.0,194.0,1.0,309.0,0.0,0.0,167.0,2.0,0.0,336.0,496.0,151.0,146.0,0.0,21.0,0.0,2.0,0.0,224.0,Spring term
74,2018-03-17,1146.0,8.0,17.0,14.0,0.0,0.0,0.0,31.0,93.0,1.0,0.0,0.0,192.0,0.0,19.0,35.0,55.0,1.0,101.0,0.0,0.0,65.0,0.0,0.0,110.0,112.0,61.0,52.0,7.0,4.0,0.0,5.0,0.0,163.0,Spring term
75,2018-03-18,1856.0,5.0,17.0,26.0,0.0,1.0,0.0,72.0,144.0,2.0,0.0,0.0,270.0,3.0,15.0,78.0,111.0,0.0,185.0,0.0,0.0,76.0,6.0,0.0,151.0,210.0,135.0,102.0,7.0,4.0,0.0,3.0,0.0,233.0,Spring term
76,2018-03-19,6153.0,7.0,19.0,66.0,0.0,4.0,0.0,191.0,533.0,0.0,0.0,0.0,1250.0,0.0,96.0,242.0,463.0,1.0,583.0,0.0,0.0,417.0,6.0,0.0,605.0,760.0,214.0,370.0,2.0,21.0,0.0,4.0,0.0,299.0,Spring term
77,2018-03-20,6121.0,5.0,12.0,72.0,1.0,3.0,0.0,148.0,507.0,2.0,4.0,0.0,1263.0,0.0,62.0,158.0,498.0,0.0,600.0,2.0,0.0,439.0,2.0,0.0,657.0,813.0,191.0,368.0,9.0,21.0,0.0,10.0,0.0,274.0,Spring term
78,2018-03-21,4351.0,5.0,16.0,61.0,0.0,3.0,0.0,112.0,260.0,8.0,0.0,0.0,870.0,0.0,39.0,126.0,398.0,1.0,491.0,2.0,0.0,273.0,5.0,0.0,499.0,503.0,187.0,283.0,1.0,9.0,0.0,3.0,0.0,196.0,Spring term
79,2018-03-22,4590.0,0.0,11.0,58.0,0.0,2.0,0.0,158.0,299.0,4.0,1.0,0.0,899.0,0.0,39.0,133.0,372.0,2.0,523.0,0.0,0.0,324.0,3.0,0.0,586.0,411.0,222.0,326.0,0.0,12.0,0.0,8.0,0.0,197.0,Spring term
80,2018-03-23,2975.0,2.0,11.0,31.0,0.0,0.0,0.0,83.0,173.0,4.0,0.0,0.0,509.0,4.0,61.0,93.0,268.0,0.0,322.0,0.0,0.0,255.0,4.0,0.0,344.0,287.0,167.0,177.0,0.0,4.0,0.0,1.0,0.0,175.0,Spring term
81,2018-03-24,718.0,7.0,19.0,31.0,0.0,0.0,0.0,33.0,40.0,0.0,4.0,0.0,84.0,0.0,29.0,26.0,47.0,0.0,71.0,0.0,0.0,33.0,0.0,0.0,68.0,23.0,21.0,27.0,2.0,0.0,0.0,0.0,0.0,153.0,Easter teaching break
82,2018-03-25,824.0,0.0,27.0,19.0,0.0,0.0,0.0,96.0,22.0,0.0,4.0,0.0,94.0,0.0,17.0,30.0,58.0,0.0,67.0,0.0,0.0,30.0,2.0,0.0,70.0,38.0,38.0,37.0,0.0,0.0,0.0,3.0,0.0,172.0,Easter teaching break
83,2018-03-26,1774.0,5.0,2.0,57.0,0.0,4.0,0.0,205.0,124.0,3.0,0.0,2.0,188.0,0.0,49.0,45.0,123.0,0.0,177.0,0.0,0.0,108.0,9.0,0.0,171.0,96.0,59.0,118.0,2.0,3.0,0.0,2.0,0.0,222.0,Easter teaching break
84,2018-03-27,1757.0,0.0,5.0,32.0,0.0,1.0,0.0,192.0,84.0,0.0,0.0,0.0,166.0,3.0,20.0,39.0,108.0,0.0,222.0,0.0,0.0,119.0,7.0,0.0,177.0,106.0,44.0,124.0,6.0,0.0,0.0,0.0,0.0,302.0,Easter teaching break
85,2018-03-28,1537.0,0.0,4.0,53.0,0.0,0.0,0.0,159.0,77.0,0.0,0.0,0.0,144.0,3.0,36.0,41.0,99.0,0.0,207.0,0.0,0.0,134.0,3.0,0.0,129.0,92.0,40.0,93.0,0.0,0.0,0.0,2.0,0.0,221.0,Easter teaching break
86,2018-03-29,1293.0,0.0,5.0,67.0,0.0,0.0,0.0,111.0,45.0,0.0,0.0,0.0,148.0,0.0,29.0,35.0,77.0,0.0,211.0,0.0,0.0,74.0,2.0,0.0,115.0,74.0,30.0,76.0,0.0,0.0,0.0,0.0,0.0,194.0,Easter teaching break
87,2018-03-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Easter teaching break
88,2018-03-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Easter teaching break
