index,Date,IN,OUT,Postgraduate,Undergraduate,Assistive-Tech,Library-Staff,Staff,Sconul,Default,BN,Other,Term_dates,Pressure_in,Month,Day,Condition,temp_hi,temp_low,day
323.0,2018-11-21,6510.0,6632.0,1386.0,4232.0,366.0,8.0,111.0,15.0,192.0,31.0,169.0,Autumn term,0,2018_11,21,partly cloudy,7,0,21
324.0,2018-11-22,6927.0,6968.0,1415.0,4608.0,403.0,2.0,91.0,6.0,154.0,28.0,220.0,Autumn term,0,2018_11,22,foggy,5,-4,22
325.0,2018-11-23,4402.0,4417.0,968.0,2741.0,247.0,4.0,93.0,5.0,179.0,15.0,150.0,Autumn term,0,2018_11,23,foggy,9,4,23
326.0,2018-11-24,1915.0,2160.0,501.0,1011.0,95.0,1.0,26.0,9.0,186.0,12.0,74.0,Autumn term,0,2018_11,24,foggy,9,7,24
327.0,2018-11-25,2738.0,2725.0,591.0,1614.0,177.0,0.0,27.0,0.0,208.0,22.0,99.0,Autumn term,0,2018_11,25,mostly cloudy,8,6,25
328.0,2018-11-26,8223.0,8159.0,1572.0,5553.0,466.0,6.0,108.0,4.0,196.0,74.0,244.0,Autumn term,0,2018_11,26,mostly cloudy,8,4,26
329.0,2018-11-27,7721.0,7908.0,1500.0,5230.0,449.0,4.0,104.0,3.0,169.0,17.0,245.0,Autumn term,0,2018_11,27,foggy,11,2,27
330.0,2018-11-28,6209.0,6386.0,1427.0,3959.0,347.0,4.0,102.0,12.0,127.0,40.0,191.0,Autumn term,0,2018_11,28,scattered showers,13,9,28
331.0,2018-11-29,6800.0,6932.0,1371.0,4670.0,368.0,0.0,88.0,6.0,96.0,30.0,171.0,Autumn term,0,2018_11,29,scattered showers,14,10,29
332.0,2018-11-30,4993.0,5067.0,1274.0,3139.0,291.0,6.0,74.0,0.0,52.0,16.0,141.0,Autumn term,0,2018_11,30,mostly sunny,12,7,30
333.0,2018-12-01,1792.0,1900.0,534.0,1033.0,81.0,1.0,22.0,5.0,20.0,15.0,81.0,Autumn term,0,2018_12,1,scattered showers,13,7,01
334.0,2018-12-02,2593.0,2559.0,771.0,1539.0,127.0,0.0,17.0,2.0,24.0,15.0,98.0,Autumn term,0,2018_12,2,mostly cloudy,14,12,02
335.0,2018-12-03,7653.0,7703.0,1689.0,5125.0,426.0,5.0,98.0,4.0,75.0,24.0,207.0,Autumn term,0,2018_12,3,mostly cloudy,14,7,03
336.0,2018-12-04,8184.0,8297.0,1629.0,5643.0,417.0,4.0,102.0,10.0,95.0,35.0,249.0,Autumn term,0,2018_12,4,mostly sunny,9,1,04
337.0,2018-12-05,6952.0,7064.0,1459.0,4735.0,356.0,5.0,92.0,15.0,58.0,39.0,193.0,Autumn term,0,2018_12,5,scattered showers,13,6,05
338.0,2018-12-06,7089.0,7203.0,1529.0,4822.0,361.0,3.0,90.0,7.0,73.0,36.0,168.0,Autumn term,0,2018_12,6,scattered showers,13,11,06
339.0,2018-12-07,5229.0,5330.0,1413.0,3235.0,234.0,1.0,108.0,7.0,62.0,11.0,158.0,Autumn term,0,2018_12,7,scattered showers,13,7,07
340.0,2018-12-08,2612.0,2695.0,714.0,1650.0,115.0,1.0,6.0,5.0,20.0,15.0,86.0,Autumn term,0,2018_12,8,scattered showers,12,7,08
341.0,2018-12-09,3437.0,3414.0,807.0,2294.0,168.0,0.0,11.0,6.0,30.0,12.0,109.0,Autumn term,0,2018_12,9,mostly cloudy,11,6,09
342.0,2018-12-10,8191.0,8188.0,1644.0,5646.0,467.0,4.0,87.0,10.0,54.0,43.0,236.0,Autumn term,0,2018_12,10,partly cloudy,9,5,10
343.0,2018-12-11,7991.0,8047.0,1477.0,5573.0,509.0,3.0,114.0,16.0,65.0,26.0,208.0,Autumn term,0,2018_12,11,foggy,9,0,11
344.0,2018-12-12,6058.0,6177.0,1264.0,4036.0,339.0,4.0,110.0,4.0,68.0,24.0,209.0,Autumn term,0,2018_12,12,foggy,8,-2,12
345.0,2018-12-13,4960.0,5162.0,1191.0,3183.0,314.0,5.0,79.0,18.0,50.0,12.0,108.0,Autumn term,0,2018_12,13,mostly sunny,5,-2,13
346.0,2018-12-14,2422.0,2545.0,758.0,1251.0,211.0,2.0,78.0,10.0,24.0,16.0,72.0,Autumn term,0,2018_12,14,mostly sunny,3,-4,14
347.0,2018-12-15,709.0,1062.0,258.0,289.0,43.0,1.0,19.0,8.0,7.0,33.0,51.0,Christmas vacation 2,0,2018_12,15,scattered showers,9,1,15
348.0,2018-12-16,788.0,783.0,272.0,296.0,91.0,1.0,26.0,4.0,7.0,32.0,59.0,Christmas vacation 2,0,2018_12,16,mostly sunny,9,2,16
349.0,2018-12-17,1766.0,1736.0,646.0,729.0,135.0,2.0,62.0,18.0,15.0,29.0,130.0,Christmas vacation 2,0,2018_12,17,mostly sunny,11,4,17
350.0,2018-12-18,1531.0,1558.0,642.0,462.0,113.0,4.0,77.0,31.0,10.0,37.0,155.0,Christmas vacation 2,0,2018_12,18,scattered showers,11,8,18
351.0,2018-12-19,1247.0,1271.0,583.0,365.0,89.0,2.0,63.0,6.0,9.0,28.0,102.0,Christmas vacation 2,0,2018_12,19,scattered showers,9,6,19
352.0,2018-12-20,1196.0,1227.0,514.0,368.0,76.0,3.0,47.0,13.0,12.0,36.0,127.0,Christmas vacation 2,0,2018_12,20,mostly sunny,10,6,20
353.0,2018-12-21,931.0,959.0,386.0,244.0,36.0,3.0,61.0,15.0,5.0,44.0,137.0,Christmas vacation 2,0,2018_12,21,scattered showers,13,10,21
354.0,2018-12-22,514.0,532.0,264.0,104.0,28.0,5.0,6.0,1.0,0.0,12.0,94.0,Christmas vacation 2,0,2018_12,22,mostly sunny,11,6,22
355.0,2018-12-23,240.0,264.0,118.0,53.0,3.0,2.0,7.0,1.0,5.0,11.0,40.0,Christmas vacation 2,0,2018_12,23,scattered showers,14,6,23
356.0,2018-12-24,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 2,0,2018_12,24,mostly sunny,8,-1,24
357.0,2018-12-27,740.0,727.0,290.0,179.0,26.0,1.0,10.0,14.0,8.0,21.0,191.0,Christmas vacation 2,0,2018_12,27,foggy,8,0,27
358.0,2018-12-28,875.0,882.0,301.0,255.0,56.0,1.0,11.0,10.0,7.0,41.0,193.0,Christmas vacation 2,0,2018_12,28,foggy,10,2,28
359.0,2018-12-29,822.0,834.0,305.0,192.0,60.0,0.0,22.0,9.0,12.0,29.0,193.0,Christmas vacation 2,0,2018_12,29,cloudy,12,7,29
360.0,2018-12-30,3.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Christmas vacation 2,0,2018_12,30,foggy,10,5,30
361.0,2018-12-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 2,0,2018_12,31,cloudy,10,8,31
362.0,2019-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1,0,2019_01,1,mostly cloudy,11,5,01
363.0,2019-01-02,2363.0,2327.0,778.0,921.0,144.0,5.0,30.0,20.0,15.0,85.0,365.0,Christmas vacation 1,0,2019_01,2,mostly cloudy,6,3,02
364.0,2019-01-03,2925.0,3063.0,886.0,1311.0,195.0,5.0,62.0,9.0,21.0,53.0,383.0,Christmas vacation 1,0,2019_01,3,mostly cloudy,5,0,03
365.0,2019-01-04,2818.0,2876.0,704.0,1372.0,182.0,10.0,56.0,8.0,33.0,99.0,354.0,Christmas vacation 1,0,2019_01,4,mostly sunny,4,-1,04
366.0,2019-01-05,2808.0,2868.0,694.0,1359.0,174.0,1.0,9.0,15.0,38.0,258.0,260.0,Christmas vacation 1,0,2019_01,5,mostly cloudy,5,2,05
367.0,2019-01-06,3163.0,3205.0,689.0,1624.0,226.0,1.0,9.0,9.0,39.0,308.0,258.0,Christmas vacation 1,0,2019_01,6,mostly cloudy,9,4,06
368.0,2019-01-07,4912.0,4920.0,1025.0,3011.0,355.0,4.0,100.0,9.0,59.0,85.0,264.0,Private study 1,0,2019_01,7,mostly cloudy,11,3,07
369.0,2019-01-08,5981.0,5950.0,1353.0,3706.0,386.0,5.0,89.0,18.0,66.0,64.0,294.0,Private study 1,0,2019_01,8,mostly sunny,9,3,08
370.0,2019-01-09,6420.0,6467.0,1270.0,4249.0,417.0,8.0,65.0,12.0,87.0,61.0,251.0,Private study 1,0,2019_01,9,partly cloudy,5,2,09
371.0,2019-01-10,5895.0,6032.0,1212.0,3913.0,343.0,6.0,66.0,20.0,81.0,45.0,209.0,Mid-year assessment,0,2019_01,10,mostly sunny,6,0,10
372.0,2019-01-11,5097.0,5142.0,903.0,3503.0,322.0,1.0,61.0,12.0,93.0,47.0,155.0,Mid-year assessment,0,2019_01,11,mostly sunny,8,4,11
373.0,2019-01-12,4219.0,4370.0,754.0,2952.0,300.0,1.0,16.0,4.0,36.0,35.0,121.0,Mid-year assessment,0,2019_01,12,mostly cloudy,10,6,12
374.0,2019-01-13,5481.0,5706.0,865.0,3921.0,395.0,1.0,6.0,5.0,50.0,48.0,190.0,Mid-year assessment,0,2019_01,13,mostly sunny,12,8,13
375.0,2019-01-14,7095.0,7431.0,1046.0,5130.0,460.0,7.0,84.0,6.0,105.0,49.0,208.0,Mid-year assessment,0,2019_01,14,mostly cloudy,9,4,14
376.0,2019-01-15,6426.0,6665.0,898.0,4649.0,404.0,4.0,83.0,6.0,76.0,52.0,254.0,Mid-year assessment,0,2019_01,15,mostly cloudy,9,2,15
377.0,2019-01-16,5822.0,6223.0,873.0,4143.0,386.0,5.0,73.0,5.0,72.0,45.0,220.0,Mid-year assessment,0,2019_01,16,scattered showers,9,3,16
378.0,2019-01-17,5493.0,5597.0,872.0,3843.0,389.0,5.0,81.0,8.0,87.0,34.0,174.0,Mid-year assessment,0,2019_01,17,mostly sunny,5,0,17
379.0,2019-01-18,5052.0,5131.0,769.0,3633.0,332.0,4.0,70.0,11.0,90.0,34.0,109.0,Mid-year assessment,0,2019_01,18,mostly sunny,7,-3,18
380.0,2019-01-19,3682.0,3789.0,554.0,2652.0,259.0,1.0,13.0,7.0,46.0,32.0,118.0,Mid-year assessment,0,2019_01,19,mostly cloudy,5,2,19
381.0,2019-01-20,4137.0,4169.0,575.0,2984.0,291.0,1.0,3.0,2.0,80.0,48.0,153.0,Mid-year assessment,0,2019_01,20,mostly sunny,5,-1,20
382.0,2019-01-21,4519.0,4543.0,505.0,3313.0,286.0,4.0,91.0,11.0,98.0,41.0,170.0,Mid-year assessment,0,2019_01,21,foggy,5,-5,21
383.0,2019-01-22,3584.0,3484.0,472.0,2650.0,212.0,5.0,75.0,5.0,51.0,12.0,102.0,Mid-year assessment,0,2019_01,22,mostly sunny,6,1,22
384.0,2019-01-23,2973.0,3173.0,472.0,2017.0,164.0,6.0,87.0,16.0,58.0,26.0,127.0,Winter graduation,0,2019_01,23,mostly cloudy,3,0,23
385.0,2019-01-24,2023.0,2100.0,381.0,1280.0,124.0,3.0,76.0,7.0,40.0,21.0,91.0,Winter graduation,0,2019_01,24,foggy,4,-4,24
386.0,2019-01-25,1158.0,1210.0,305.0,553.0,70.0,1.0,56.0,6.0,44.0,2.0,121.0,Winter graduation,0,2019_01,25,foggy,11,-1,25
387.0,2019-01-26,424.0,478.0,135.0,137.0,28.0,1.0,14.0,11.0,30.0,12.0,56.0,Inter-session week,0,2019_01,26,mostly cloudy,10,6,26
388.0,2019-01-27,503.0,507.0,100.0,202.0,27.0,1.0,11.0,2.0,34.0,25.0,101.0,Inter-session week,0,2019_01,27,mostly cloudy,8,3,27
389.0,2019-01-28,1220.0,1163.0,388.0,459.0,81.0,7.0,90.0,19.0,36.0,40.0,100.0,Inter-session week,0,2019_01,28,mostly sunny,6,-2,28
390.0,2019-01-29,1087.0,1100.0,328.0,443.0,75.0,6.0,87.0,4.0,20.0,7.0,117.0,Inter-session week,0,2019_01,29,mostly sunny,6,-3,29
391.0,2019-01-30,1141.0,1155.0,375.0,402.0,86.0,3.0,94.0,10.0,64.0,8.0,99.0,Inter-session week,0,2019_01,30,mostly sunny,4,-3,30
392.0,2019-01-31,1101.0,1139.0,322.0,452.0,79.0,3.0,75.0,6.0,50.0,12.0,102.0,Inter-session week,0,2019_01,31,foggy,4,-7,31
393.0,2019-02-01,857.0,886.0,264.0,373.0,54.0,3.0,58.0,1.0,39.0,1.0,64.0,Inter-session week,0,2019_02,1,scattered showers,3,0,01
394.0,2019-02-02,530.0,540.0,146.0,204.0,41.0,1.0,13.0,6.0,31.0,11.0,77.0,Inter-session week,0,2019_02,2,partly cloudy,4,1,02
395.0,2019-02-03,628.0,648.0,147.0,289.0,35.0,1.0,22.0,6.0,28.0,10.0,90.0,Inter-session week,0,2019_02,3,mostly sunny,6,-3,03
396.0,2019-02-04,3940.0,3917.0,690.0,2674.0,271.0,3.0,75.0,6.0,67.0,27.0,127.0,Spring term,0,2019_02,4,scattered showers,8,6,04
397.0,2019-02-05,4638.0,4791.0,903.0,3045.0,328.0,7.0,82.0,7.0,89.0,25.0,152.0,Spring term,0,2019_02,5,foggy,8,5,05
398.0,2019-02-06,3100.0,3104.0,842.0,1775.0,185.0,4.0,106.0,7.0,68.0,12.0,101.0,Spring term,0,2019_02,6,scattered showers,11,8,06
399.0,2019-02-07,4275.0,4304.0,841.0,2843.0,289.0,4.0,102.0,4.0,54.0,7.0,131.0,Spring term,0,2019_02,7,mostly sunny,10,6,07
400.0,2019-02-08,3118.0,3162.0,815.0,1870.0,160.0,4.0,86.0,2.0,54.0,21.0,106.0,Spring term,0,2019_02,8,scattered showers,10,8,08
401.0,2019-02-09,813.0,891.0,199.0,414.0,51.0,1.0,26.0,8.0,17.0,18.0,79.0,Spring term,0,2019_02,9,mostly sunny,10,6,09
402.0,2019-02-10,1005.0,1022.0,237.0,588.0,49.0,0.0,10.0,8.0,22.0,19.0,72.0,Spring term,0,2019_02,10,scattered showers,7,4,10
403.0,2019-02-11,5429.0,5831.0,1050.0,3643.0,340.0,3.0,89.0,10.0,76.0,41.0,177.0,Spring term,0,2019_02,11,mostly cloudy,9,2,11
404.0,2019-02-12,6176.0,6144.0,1214.0,4136.0,409.0,4.0,96.0,6.0,73.0,12.0,226.0,Spring term,0,2019_02,12,partly cloudy,11,-1,12
405.0,2019-02-13,3997.0,4216.0,943.0,2443.0,255.0,6.0,94.0,7.0,99.0,24.0,126.0,Spring term,0,2019_02,13,foggy,11,3,13
406.0,2019-02-14,4117.0,4168.0,898.0,2668.0,271.0,4.0,81.0,4.0,55.0,16.0,120.0,Spring term,0,2019_02,14,foggy,12,-3,14
407.0,2019-02-15,3263.0,3335.0,827.0,1994.0,163.0,3.0,91.0,2.0,71.0,9.0,103.0,Spring term,0,2019_02,15,foggy,14,-2,15
408.0,2019-02-16,1078.0,1127.0,235.0,586.0,38.0,1.0,33.0,9.0,49.0,8.0,119.0,Spring term,0,2019_02,16,foggy,11,0,16
409.0,2019-02-17,1420.0,1366.0,306.0,867.0,66.0,2.0,29.0,0.0,30.0,8.0,112.0,Spring term,0,2019_02,17,foggy,13,1,17
410.0,2019-02-18,6002.0,5820.0,1183.0,3958.0,394.0,2.0,90.0,6.0,132.0,39.0,198.0,Spring term,0,2019_02,18,scattered showers,10,4,18
411.0,2019-02-19,5959.0,5893.0,1137.0,3934.0,397.0,6.0,119.0,7.0,89.0,33.0,237.0,Spring term,0,2019_02,19,mostly sunny,11,3,19
412.0,2019-02-20,4599.0,4558.0,1131.0,2706.0,278.0,7.0,113.0,4.0,134.0,37.0,189.0,Spring term,0,2019_02,20,mostly sunny,12,6,20
413.0,2019-02-21,4964.0,5037.0,1002.0,3305.0,289.0,5.0,76.0,5.0,69.0,26.0,187.0,Spring term,0,2019_02,21,mostly cloudy,13,8,21
414.0,2019-02-22,3533.0,3617.0,700.0,2216.0,200.0,4.0,83.0,10.0,118.0,20.0,182.0,Spring term,0,2019_02,22,foggy,14,5,22
415.0,2019-02-23,1100.0,1118.0,262.0,584.0,50.0,1.0,12.0,6.0,55.0,9.0,121.0,Spring term,0,2019_02,23,foggy,16,4,23
416.0,2019-02-24,1397.0,1445.0,290.0,781.0,74.0,0.0,34.0,5.0,58.0,23.0,132.0,Spring term,0,2019_02,24,mostly sunny,17,1,24
417.0,2019-02-25,5604.0,5536.0,1088.0,3779.0,360.0,3.0,102.0,6.0,94.0,20.0,152.0,Spring term,0,2019_02,25,mostly sunny,19,-1,25
418.0,2019-02-26,5696.0,5895.0,1267.0,3645.0,376.0,6.0,69.0,11.0,99.0,37.0,186.0,Spring term,0,2019_02,26,mostly sunny,19,0,26
419.0,2019-02-27,4343.0,4471.0,1002.0,2721.0,236.0,5.0,94.0,13.0,107.0,30.0,135.0,Spring term,0,2019_02,27,mostly sunny,18,0,27
420.0,2019-02-28,5108.0,5146.0,900.0,3485.0,341.0,4.0,91.0,8.0,92.0,36.0,151.0,Spring term,0,2019_02,28,foggy,12,1,28
421.0,2019-03-01,3845.0,3984.0,817.0,2426.0,268.0,3.0,72.0,7.0,144.0,16.0,92.0,Spring term,0,2019_03,1,mostly cloudy,11,8,01
422.0,2019-03-02,1356.0,1419.0,258.0,825.0,53.0,1.0,21.0,6.0,93.0,7.0,92.0,Spring term,0,2019_03,2,scattered showers,13,8,02
423.0,2019-03-03,1763.0,1758.0,325.0,1112.0,87.0,0.0,26.0,2.0,89.0,15.0,107.0,Spring term,0,2019_03,3,scattered showers,12,9,03
424.0,2019-03-04,7080.0,7067.0,1343.0,4743.0,449.0,3.0,95.0,12.0,151.0,25.0,259.0,Spring term,0,2019_03,4,mostly sunny,10,4,04
425.0,2019-03-05,6723.0,6902.0,1299.0,4604.0,384.0,2.0,99.0,8.0,79.0,26.0,222.0,Spring term,0,2019_03,5,mostly sunny,11,3,05
426.0,2019-03-06,5271.0,5384.0,1047.0,3464.0,289.0,5.0,99.0,4.0,140.0,35.0,188.0,Spring term,0,2019_03,6,scattered showers,12,9,06
427.0,2019-03-07,5788.0,5831.0,1063.0,3969.0,336.0,4.0,81.0,1.0,167.0,11.0,156.0,Spring term,0,2019_03,7,scattered showers,11,5,07
428.0,2019-03-08,4352.0,4518.0,902.0,2740.0,280.0,6.0,82.0,6.0,174.0,17.0,145.0,Spring term,0,2019_03,8,mostly sunny,10,3,08
429.0,2019-03-09,1982.0,1948.0,404.0,992.0,78.0,2.0,34.0,4.0,111.0,37.0,320.0,Spring term,0,2019_03,9,mostly sunny,14,7,09
430.0,2019-03-10,2157.0,2250.0,401.0,1229.0,156.0,0.0,31.0,6.0,181.0,28.0,125.0,Spring term,0,2019_03,10,partly cloudy,11,4,10
431.0,2019-03-11,7066.0,7019.0,1225.0,4786.0,456.0,8.0,105.0,7.0,197.0,33.0,249.0,Spring term,0,2019_03,11,mostly sunny,11,3,11
432.0,2019-03-12,6563.0,6725.0,1194.0,4399.0,423.0,3.0,87.0,8.0,197.0,32.0,220.0,Spring term,0,2019_03,12,scattered showers,9,4,12
433.0,2019-03-13,5828.0,5896.0,989.0,4014.0,356.0,5.0,97.0,4.0,110.0,25.0,228.0,Spring term,0,2019_03,13,partly cloudy,11,5,13
434.0,2019-03-14,6028.0,6135.0,1036.0,4245.0,390.0,4.0,85.0,5.0,48.0,16.0,199.0,Spring term,0,2019_03,14,scattered showers,15,7,14
435.0,2019-03-15,4150.0,4244.0,910.0,2683.0,262.0,4.0,70.0,7.0,48.0,27.0,139.0,Spring term,0,2019_03,15,scattered showers,14,9,15
436.0,2019-03-16,2036.0,2122.0,522.0,1188.0,85.0,1.0,11.0,8.0,34.0,25.0,162.0,Spring term,0,2019_03,16,scattered showers,11,8,16
437.0,2019-03-17,2518.0,2497.0,528.0,1581.0,146.0,0.0,28.0,1.0,23.0,14.0,197.0,Spring term,0,2019_03,17,partly cloudy,10,4,17
438.0,2019-03-18,6839.0,6816.0,1234.0,4791.0,384.0,1.0,69.0,6.0,78.0,28.0,248.0,Spring term,0,2019_03,18,mostly sunny,11,3,18
439.0,2019-03-19,7345.0,7533.0,1246.0,5143.0,442.0,2.0,95.0,6.0,55.0,48.0,308.0,Spring term,0,2019_03,19,mostly cloudy,12,3,19
440.0,2019-03-20,5861.0,5941.0,1138.0,3905.0,376.0,2.0,134.0,11.0,62.0,25.0,208.0,Spring term,0,2019_03,20,mostly cloudy,12,9,20
441.0,2019-03-21,6116.0,6192.0,1179.0,4094.0,405.0,4.0,99.0,11.0,51.0,29.0,244.0,Spring term,0,2019_03,21,mostly cloudy,13,9,21
442.0,2019-03-22,4470.0,4564.0,946.0,2861.0,295.0,3.0,125.0,11.0,44.0,11.0,174.0,Spring term,0,2019_03,22,mostly cloudy,10,8,22
443.0,2019-03-23,2190.0,2277.0,452.0,1241.0,127.0,1.0,33.0,12.0,40.0,12.0,272.0,Spring term,0,2019_03,23,mostly cloudy,12,5,23
444.0,2019-03-24,2666.0,2696.0,427.0,1768.0,157.0,0.0,17.0,8.0,37.0,17.0,235.0,Spring term,0,2019_03,24,mostly sunny,14,1,24
445.0,2019-03-25,7046.0,6960.0,1109.0,4963.0,466.0,3.0,119.0,12.0,58.0,33.0,283.0,Spring term,0,2019_03,25,mostly sunny,13,4,25
446.0,2019-03-26,7452.0,7537.0,1301.0,5140.0,481.0,4.0,104.0,6.0,66.0,45.0,305.0,Spring term,0,2019_03,26,mostly sunny,13,0,26
447.0,2019-03-27,5994.0,6110.0,1024.0,4068.0,399.0,4.0,134.0,6.0,54.0,34.0,271.0,Spring term,0,2019_03,27,mostly cloudy,13,4,27
448.0,2019-03-28,6062.0,6157.0,1097.0,4079.0,406.0,4.0,131.0,7.0,57.0,20.0,261.0,Spring term,0,2019_03,28,mostly cloudy,14,5,28
449.0,2019-03-29,4020.0,4107.0,863.0,2577.0,249.0,4.0,76.0,6.0,39.0,17.0,189.0,Spring term,0,2019_03,29,mostly sunny,17,0,29
450.0,2019-03-30,1770.0,1838.0,443.0,975.0,101.0,2.0,21.0,10.0,40.0,7.0,171.0,Spring term,0,2019_03,30,mostly sunny,19,3,30
451.0,2019-03-31,2210.0,2185.0,528.0,1351.0,147.0,0.0,9.0,3.0,29.0,16.0,127.0,Spring term,0,2019_03,31,mostly cloudy,11,6,31
452.0,2019-04-01,6229.0,6485.0,1097.0,4182.0,438.0,5.0,113.0,5.0,55.0,24.0,310.0,Spring term,0,2019_04,1,mostly sunny,14,4,01
453.0,2019-04-02,6674.0,6801.0,1157.0,4443.0,395.0,1.0,100.0,1.0,67.0,32.0,478.0,Spring term,0,2019_04,2,foggy,9,1,02
454.0,2019-04-03,6138.0,6278.0,1096.0,3973.0,397.0,6.0,127.0,8.0,51.0,25.0,455.0,Spring term,0,2019_04,3,mostly sunny,8,-1,03
455.0,2019-04-04,6268.0,6398.0,1014.0,4266.0,359.0,3.0,131.0,9.0,36.0,26.0,424.0,Spring term,0,2019_04,4,mostly cloudy,9,0,04
456.0,2019-04-05,4455.0,4574.0,974.0,2800.0,291.0,7.0,84.0,9.0,33.0,27.0,230.0,Spring term,0,2019_04,5,mostly sunny,13,6,05
457.0,2019-04-06,1945.0,2063.0,471.0,1089.0,108.0,1.0,12.0,6.0,32.0,22.0,204.0,Spring term,0,2019_04,6,mostly cloudy,10,3,06
458.0,2019-04-07,2521.0,2515.0,446.0,1603.0,129.0,0.0,10.0,1.0,31.0,28.0,273.0,Spring term,0,2019_04,7,foggy,12,7,07
459.0,2019-04-08,7355.0,7315.0,1257.0,4770.0,519.0,4.0,108.0,7.0,66.0,48.0,576.0,Spring term,0,2019_04,8,foggy,14,8,08
460.0,2019-04-09,6959.0,7272.0,1185.0,4538.0,401.0,6.0,110.0,11.0,74.0,35.0,599.0,Spring term,0,2019_04,9,scattered showers,10,7,09
461.0,2019-04-10,5999.0,6076.0,1161.0,3815.0,371.0,6.0,128.0,12.0,50.0,32.0,424.0,Spring term,0,2019_04,10,mostly sunny,11,4,10
462.0,2019-04-11,5460.0,5546.0,1092.0,3362.0,360.0,2.0,103.0,26.0,29.0,43.0,443.0,Spring term,0,2019_04,11,mostly sunny,10,1,11
463.0,2019-04-12,3720.0,3791.0,826.0,2120.0,216.0,4.0,73.0,13.0,35.0,35.0,398.0,Spring term,0,2019_04,12,mostly sunny,10,0,12
464.0,2019-04-13,1624.0,1684.0,332.0,757.0,64.0,1.0,15.0,12.0,28.0,16.0,399.0,Easter teaching break,0,2019_04,13,mostly sunny,9,1,13
465.0,2019-04-14,1540.0,1495.0,285.0,857.0,79.0,1.0,2.0,11.0,19.0,50.0,236.0,Easter teaching break,0,2019_04,14,mostly sunny,10,-1,14
466.0,2019-04-15,3198.0,3095.0,694.0,1620.0,154.0,1.0,82.0,23.0,49.0,85.0,490.0,Easter teaching break,0,2019_04,15,mostly sunny,14,1,15
467.0,2019-04-16,3147.0,3104.0,777.0,1497.0,160.0,2.0,99.0,23.0,48.0,41.0,500.0,Easter teaching break,0,2019_04,16,mostly sunny,15,6,16
468.0,2019-04-17,3052.0,3083.0,770.0,1431.0,175.0,4.0,110.0,26.0,54.0,52.0,430.0,Easter teaching break,0,2019_04,17,mostly sunny,18,5,17
469.0,2019-04-18,2358.0,2450.0,611.0,1070.0,104.0,1.0,64.0,10.0,32.0,41.0,425.0,Easter teaching break,0,2019_04,18,mostly sunny,21,7,18
470.0,2019-04-19,1.0,88.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2019_04,19,mostly sunny,23,7,19
471.0,2019-04-20,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2019_04,20,mostly sunny,23,9,20
472.0,2019-04-21,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2019_04,21,mostly sunny,23,5,21
473.0,2019-04-22,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2019_04,22,mostly sunny,24,8,22
474.0,2019-04-23,3017.0,2937.0,750.0,1645.0,164.0,2.0,59.0,14.0,55.0,70.0,258.0,Easter teaching break,0,2019_04,23,mostly sunny,21,10,23
475.0,2019-04-24,3459.0,3499.0,785.0,1854.0,215.0,7.0,118.0,32.0,64.0,72.0,312.0,Easter teaching break,0,2019_04,24,mostly cloudy,18,8,24
